dataset_name,idx,words,words_rationale,Partition SHAP,LIME,Integrated Gradient,LIME-LLM
sst2,506,crackerjack,1,0.008912197253677,0.0946494811320142,0.0680502796336589,0.034673757563186886
sst2,506,entertainment,0,0.0387981750387253,0.0189821044883114,-0.1501756494991277,0.004312603523538296
sst2,506,--,0,-0.0066405719924173,-0.0280044900406099,0.1175609943282219,0.0
sst2,506,nonstop,1,0.2195414960969418,0.2606323144215005,0.0835062030819494,0.07429544291087614
sst2,506,romance,1,0.1047824822546295,0.000703168528007,0.0971949998668719,0.07270556435508906
sst2,506,",",0,-0.0512722969702089,-0.0176480111483873,0.0634292004997772,0.0
sst2,506,music,0,0.0409586506306141,0.0512515433839588,0.0384138263824414,0.06804921875204539
sst2,506,",",0,0.0299460960146907,-0.0428710141304098,-0.0162645244624099,0.0
sst2,506,suspense,0,0.0501880041987691,0.0513071455026207,0.0709110085471126,0.02991612672061003
sst2,506,and,0,0.0316031953922078,0.0962539993037721,-0.0254810393969392,0.02753014497768586
sst2,506,action,0,-0.028645313137963,-0.0270185205766285,0.110737194299404,0.02517465056841824
sst2,506,.,0,-0.0296652676959259,-0.0018116793426667,-0.0026231138190099,0.0
sst2,742,it,0,0.0206456825751896,0.0122144259730842,-0.0050070014317678,0.024870637565006907
sst2,742,'s,0,0.0128645629731888,0.0011163770782787,0.0171074965792574,0.024870637565006924
sst2,742,a,0,-0.0087733495450113,-0.0077526258845258,0.0397949086198783,0.08690736442308163
sst2,742,demented,0,-0.0257549772520169,-0.0172744206880893,0.0140760240763138,0.0
sst2,742,kitsch,0,0.0006772693887557,0.0092554895978843,-0.0034692143791887,0.024870637565006924
sst2,742,mess,0,-0.0291604879426557,-0.0829812934642795,0.1617839795800943,0.024870637565006924
sst2,742,(,0,-0.0182984689360757,-0.0218714931731338,0.036256128126626,0.0
sst2,742,although,0,0.0049077733073096,-0.0133279943245735,-0.0314109259685576,0.0
sst2,742,the,0,-0.0011921120286357,-0.0084503918415865,-0.0122101274067336,0.0
sst2,742,smeary,0,-0.0213740913289116,-0.0096678166475602,0.0042001616911913,0.024870637565006924
sst2,742,digital,0,-0.0200905466628646,-0.004193924466297,0.0023806101181288,0.024870637565006907
sst2,742,video,0,-0.047313213929185,-0.0197103132684721,0.0128787138630118,0.0
sst2,742,does,0,-0.0092812859322548,0.0039167684644927,-0.0086340504056177,0.025392210617018806
