dataset_name,idx,words,words_rationale,LIME,Partition SHAP,Integrated Gradient
sst2,506,crackerjack,1,-0.01131052416986205,0.07482255517425074,0.6375682643478064
sst2,506,entertainment,0,0.008296702482186207,-0.01234094477194958,0.0004832023952378861
sst2,506,--,0,0.004711440770326663,-0.036650913632229276,0.24260601969844503
sst2,506,nonstop,1,0.0056572468066062725,-0.07454770398703658,0.5945407488587782
sst2,506,romance,1,0.010579344693187245,-0.2610856623091422,0.6718712459726794
sst2,506,",",0,-0.002367298593821713,0.023039543802951812,0.16598152973303237
sst2,506,music,0,0.009845692087675951,-0.04313444097897445,0.34241112629380993
sst2,506,",",0,-0.002367298593821713,0.0056536339779995615,0.3368474822090528
sst2,506,suspense,0,0.010860374218598642,-0.154117606739419,0.6222168424155663
sst2,506,and,0,0.003159514048021321,-0.08417461892076972,0.31302662853808993
sst2,506,action,0,0.008609385851939292,-0.020972795352463436,0.3958984931724241
sst2,506,.,0,-0.000789557460202423,0.01608820118690346,0.3297195559630625
sst2,742,it,0,0.06237350262565739,0.0017957363126184552,-0.14013749412061885
sst2,742,'s,0,0.011452962350464314,0.0035914726252369105,-0.06360075680961336
sst2,742,a,0,-0.005521758180226494,0.008023653350522717,-0.06824905273261991
sst2,742,demented,0,-0.05606825476600488,0.03637674205700676,-0.14348867615776567
sst2,742,kitsch,0,0.021292898538452978,0.03742320000579079,-0.18170541496142523
sst2,742,mess,0,-0.16621202362546544,0.04415548827226023,-0.22154598455692812
sst2,742,(,0,0.000980200084457998,0.0029870198267207553,0.15628731257603456
sst2,742,although,0,0.02042044916526564,0.005299132426332037,0.08850535316273583
sst2,742,the,0,0.008238589775309167,0.00402106914396147,0.07700984070595664
sst2,742,smeary,0,-0.018003319935765604,0.041316368757935165,0.0011448012166444393
sst2,742,digital,0,-0.0028976403143476034,0.007024974453946552,-0.046845620098349444
sst2,742,video,0,-0.020814189204788502,0.007208591218790016,-0.03920119405225387
sst2,742,does,0,0.01322774624978614,0.0043935963333368595,0.0028362722322548876
sst2,742,match,0,0.022406962102151224,0.0049041771710634525,0.02018111181106491
sst2,742,the,0,0.008238589775309167,0.0016512113072693641,0.04681559564381076
sst2,742,muddled,0,-0.00659878379892717,0.048257060145729835,-0.010340392946675353
sst2,742,narrative,0,0.011434335557184814,0.0009961457838088567,0.08765278743352856
sst2,742,),0,0.0838564018683373,0.0009961457838088567,0.11691346717347759
sst2,742,",",0,0.05393203085152007,0.004153064374874633,0.1904371258712254
sst2,742,but,1,0.3360742551934078,-0.23095424584471402,0.665846542307013
sst2,742,it,0,0.06237350262565739,0.0006448778162848612,0.08037316484999082
sst2,742,'s,0,0.011452962350464314,0.0012897556325697224,0.34715842507335526
sst2,742,savvy,1,0.20880213996291352,-0.33123484917705354,0.7875088335155984
sst2,742,about,0,-0.047691734439503336,-0.009617899307704647,0.07669373661737726
sst2,742,celebrity,0,-0.0022325604816907556,-0.03776058484399982,0.22789083728406417
sst2,742,and,0,0.08359001665911985,-0.005227048013330205,0.12134336538638951
sst2,742,has,0,0.06428382531117689,-0.00032658268197944065,0.3280775128443033
sst2,742,more,1,-0.019396750256913346,-0.00032658268197944065,-0.5382558566671778
sst2,742,guts,1,-0.045333977159056446,0.0009843360310090553,-0.270986923048562
