dataset_name,idx,words,words_rationale,Partition SHAP,Integrated Gradient,LIME_21,LIME_2023,LIME_42,LIME_2048,LIME_99,LIME_1001,LIME_7,LIME_5555,LIME_5,LIME_1024,LIME_3407,LIME_1111,LIME_888,LIME_10,LIME_512,LIME_1,LIME_2024,LIME_0,LIME_123,LIME_13,LIME_1234,LIME_256
sst2,506,crackerjack,1,0.0748225551742507,0.6375682643478064,-0.0097665332753083,-0.0097993558214999,-0.0093044857778869,-0.0104450811292804,-0.0099198761913114,-0.0086756002243954,-0.0095661619572838,-0.0095128391631771,-0.0078741521737645,-0.0098050529018673,-0.011310524169862,-0.0100632933812441,-0.0104660095198121,-0.0088343534556159,-0.0099451309110414,-0.0095731439321381,-0.0082737029314621,-0.0100492032681529,-0.0094978590293968,-0.0083198716324924,-0.0091881483938213,-0.009661157010726
sst2,506,entertainment,0,-0.0123409447719495,0.0004832023952378,0.0081832812528172,0.0079175761288037,0.0077038814263486,0.0084538908602282,0.0080869787473703,0.0064884501053556,0.0067614778993516,0.0078852700396398,0.0053832618443538,0.0075989900565738,0.0082967024821862,0.0077113318394245,0.0087000073526822,0.0073243887840837,0.0078041470229199,0.0075168664100483,0.0071611597192063,0.0083189267293592,0.0074402493755525,0.0064165402490603,0.0074399699926907,0.0067037262266351
sst2,506,--,0,-0.0366509136322292,0.242606019698445,0.0029379270067947,0.0035464268210311,0.0028597175831268,0.0022294104193737,0.0015273618896565,0.0032530375495649,0.0017342546449279,0.0031409088087385,0.0028174193228171,0.003670293270639,0.0047114407703266,0.0017567451227157,0.0055308434204322,0.0030440649225875,0.0028525455339351,0.0015596795303258,0.0021687130533929,0.0010784123882245,0.0028252439332287,0.0026155661092159,0.0033915902862269,0.003585219675215
sst2,506,nonstop,1,-0.0745477039870365,0.5945407488587782,0.0067398199077506,0.0064993763110879,0.0045000748557696,0.0068037658661768,0.0066808556776885,0.0051358470212924,0.0064075225412925,0.0063765688330417,0.0052847984584087,0.0055443547214561,0.0056572468066062,0.0081156401407654,0.0053514671989848,0.0063568593327161,0.0078053726023865,0.0062111224741551,0.0051885031321344,0.0073546534498381,0.0069600357788131,0.0052101626900215,0.0058712160603379,0.0060129076287841
sst2,506,romance,1,-0.2610856623091422,0.6718712459726794,0.0097750712343294,0.0085439875409686,0.0087774504101753,0.0086953901263881,0.0097115655356692,0.0074046816393139,0.0081077889050017,0.008163628009511,0.0071238359558335,0.0087987465199246,0.0105793446931872,0.0089810476290772,0.0082972317756501,0.0068602244988918,0.008922850353967,0.0085110572955666,0.0073862777212848,0.008667148881545,0.0084181680806808,0.0068223645763277,0.0080283659337144,0.008166380468188
sst2,506,",",0,0.0230395438029518,0.1659815297330323,-0.0037672991674783,-0.0023908033014127,-0.0025616366150033,-0.0010451357315298,-0.0014812655376209,-0.0010093314284885,-0.0027485288637378,-0.0017085970168038,-0.0020485332119903,-0.0022853137640994,-0.0023672985938217,-0.002014356733907,-0.0035008013468804,-0.0019343147952062,0.0006275338972861,-0.0011920277560999,-0.0005888758980501,-0.0031438453563069,-0.0012057988366047,-0.0012700139962486,-0.0023593918148593,-0.0027369705985336
sst2,506,music,0,-0.0431344409789744,0.3424111262938099,0.0086175227356593,0.0090514570630281,0.0090525284146198,0.0094310302518672,0.0089499081868822,0.0075613053661275,0.0082303401997366,0.0084893041847823,0.0070041902481114,0.0092261313032511,0.0098456920876759,0.008557332281521,0.009239262948455,0.0073991215621792,0.0090495812604198,0.0082946126873701,0.0068541015137295,0.0091968297969851,0.0085038434123356,0.0078296744631953,0.0082275388628019,0.0088175735828424
sst2,506,",",0,0.0056536339779995,0.3368474822090528,-0.0037672991674783,-0.0023908033014127,-0.0025616366150033,-0.0010451357315298,-0.0014812655376209,-0.0010093314284885,-0.0027485288637378,-0.0017085970168038,-0.0020485332119903,-0.0022853137640994,-0.0023672985938217,-0.002014356733907,-0.0035008013468804,-0.0019343147952062,0.0006275338972861,-0.0011920277560999,-0.0005888758980501,-0.0031438453563069,-0.0012057988366047,-0.0012700139962486,-0.0023593918148593,-0.0027369705985336
sst2,506,suspense,0,-0.154117606739419,0.6222168424155663,0.0095175178138862,0.00964252617046,0.0092540625925441,0.0107525268001573,0.0100108513997819,0.0085222698080988,0.0090623259506701,0.0094436879582191,0.0077451545348222,0.0097337903609429,0.0108603742185986,0.0095393567435828,0.0104653320412298,0.0085960985057623,0.0097613985703013,0.0086857694964919,0.0088638699954303,0.0102114966567957,0.009250762500954,0.0087135797728457,0.0087561988080757,0.0087716709867202
sst2,506,and,0,-0.0841746189207697,0.3130266285380899,0.0012252192683273,0.0032954646915508,0.0015873689045904,0.0008910224209002,0.0004194507210274,0.0020934212938684,0.0036377793524409,0.0022335533222851,0.0022709889211605,0.0004745379110536,0.0031595140480213,0.0017558621785998,0.0027167045690978,0.0023539253134986,0.001349782879336,0.0017243838668216,0.0004402098085511,0.0011897552194863,0.0003058702025357,0.0010109231609734,0.0020696869874916,0.0023223415430516
sst2,506,action,0,-0.0209727953524634,0.3958984931724241,0.0093022061252343,0.0080986175935976,0.0081018190609732,0.0087411791196036,0.0081922632489155,0.0065789432559812,0.0079732766222885,0.0082156904076955,0.006835392722778,0.0080775176410981,0.0086093858519392,0.0085084485833692,0.0093278515017787,0.0069281430108241,0.0074170524229655,0.0078412099685776,0.0074248311368493,0.008367706579667,0.0075362604995101,0.0071120463200651,0.007395208192863,0.007643328263805
sst2,506,.,0,0.0160882011869034,0.3297195559630625,0.0007507356036519,-8.182570641030994e-05,-0.0001161987418557,0.0007101174336562,-0.0012571043374056,-0.0006340046072781,0.000477574406519,0.0008848437747061,-0.0003808628407336,0.0002941936151018,-0.0007895574602024,-0.0009961812817428,-0.0003951680131012,0.0014863568209705,0.0001967841813331,0.0004758939965116,6.424979477432079e-05,0.0009771813424348,-0.0001740894018411,0.0007709487380383,0.0001845282237775,-0.0002290988881051
sst2,742,it,0,0.0017957363126184,-0.1401374941206188,0.0688369086341398,0.0730754389629647,0.0884987894393346,0.0701209020958737,0.0658276010670184,0.0664771286950676,0.0612457853310308,0.0724915511231854,0.06005910800146,0.0708507885073768,0.0623735026256573,0.0780651528007373,0.0597832939815488,0.0500698712403731,0.0617879530660834,0.0609158383974012,0.07877600751248,0.0652968625132973,0.0676096701448094,0.0675761167765807,0.0483000801983274,0.080593696517752
sst2,742,'s,0,0.0035914726252369,-0.0636007568096133,0.0140221701736758,0.0125889647304044,0.035147880257496,0.014618025193166,0.0050344201105669,0.0170219006070384,0.006082140344228,0.0275516513333897,0.0233893613031245,0.0158717054712803,0.0114529623504643,0.0197609570438067,0.0033503844994458,0.0262140638891249,0.0239416365975086,0.0047842622858136,0.0082280411838308,0.036838700912569,0.0176977957313457,0.0102135825858672,0.0176455067386423,0.0245961954030179
sst2,742,a,0,0.0080236533505227,-0.0682490527326199,-0.0166717836388086,-0.0012506319621023,-0.0160980853517964,-0.0064783690690925,-0.0139462860696559,-0.0171820465766107,-0.0287021448290568,-0.0156045747326964,-0.0232877838809172,-0.0177723534922243,-0.0055217581802264,-0.018011397524277,-0.0076429647432343,0.0087411403533772,-0.015368075089837,0.0014421794541173,-0.0017969927925565,-0.0208942626128708,-0.0262971387510737,-0.0188302209232589,-0.038652529821641,-0.0291804479924333
sst2,742,demented,0,0.0363767420570067,-0.1434886761577656,-0.0665896584575459,-0.0485657787154899,-0.0603433759399471,-0.0624519093775223,-0.0638082086914123,-0.0539347419927848,-0.0649331511876986,-0.0691645018548815,-0.0562201914963507,-0.0556637854313185,-0.0560682547660048,-0.0484416695410843,-0.0578712989798982,-0.064827393773969,-0.0706086368660681,-0.0769892231682406,-0.0666057311975174,-0.0812968337624493,-0.0489027812131964,-0.0572235929641902,-0.0695676607765066,-0.0692402774235409
sst2,742,kitsch,0,0.0374232000057907,-0.1817054149614252,0.034650095939366,0.0036540157044298,0.0150003053702834,0.024759018365869,0.0142181799585157,0.0267879373492426,0.0270518712084088,0.0155243105306543,0.0151224998173078,-0.0023346477141573,0.0212928985384529,0.0146523998833707,0.0189410012928419,0.0241772662422988,0.0135915367912408,0.0123186551009894,0.024069589636552,0.0115028788043565,0.0266925665961181,0.0064957191243452,0.0121313234957369,0.0197878887408923
