dataset_name,idx,words,words_rationale,LIME,Partition SHAP,Integrated Gradient
sst2,506,crackerjack,1,-0.009661157010726007,0.07482255517425074,0.6375682643478064
sst2,506,entertainment,0,0.006703726226635187,-0.01234094477194958,0.0004832023952378861
sst2,506,--,0,0.003585219675215046,-0.036650913632229276,0.24260601969844503
sst2,506,nonstop,1,0.006012907628784174,-0.07454770398703658,0.5945407488587782
sst2,506,romance,1,0.008166380468188003,-0.2610856623091422,0.6718712459726794
sst2,506,",",0,-0.0027369705985336073,0.023039543802951812,0.16598152973303237
sst2,506,music,0,0.00881757358284246,-0.04313444097897445,0.34241112629380993
sst2,506,",",0,-0.0027369705985336073,0.0056536339779995615,0.3368474822090528
sst2,506,suspense,0,0.008771670986720288,-0.154117606739419,0.6222168424155663
sst2,506,and,0,0.0023223415430516856,-0.08417461892076972,0.31302662853808993
sst2,506,action,0,0.007643328263805093,-0.020972795352463436,0.3958984931724241
sst2,506,.,0,-0.00022909888810517223,0.01608820118690346,0.3297195559630625
sst2,742,it,0,0.08059369651775206,0.0017957363126184552,-0.14013749412061885
sst2,742,'s,0,0.024596195403017974,0.0035914726252369105,-0.06360075680961336
sst2,742,a,0,-0.029180447992433377,0.008023653350522717,-0.06824905273261991
sst2,742,demented,0,-0.06924027742354094,0.03637674205700676,-0.14348867615776567
sst2,742,kitsch,0,0.01978788874089232,0.03742320000579079,-0.18170541496142523
sst2,742,mess,0,-0.16899348499931519,0.04415548827226023,-0.22154598455692812
sst2,742,(,0,0.010918479700683926,0.0029870198267207553,0.15628731257603456
sst2,742,although,0,0.017996716687068613,0.005299132426332037,0.08850535316273583
sst2,742,the,0,-0.014165148241291963,0.00402106914396147,0.07700984070595664
sst2,742,smeary,0,-0.01314974929500632,0.041316368757935165,0.0011448012166444393
sst2,742,digital,0,-0.021397884886811804,0.007024974453946552,-0.046845620098349444
sst2,742,video,0,-0.03150845332782933,0.007208591218790016,-0.03920119405225387
sst2,742,does,0,0.011913783843914921,0.0043935963333368595,0.0028362722322548876
sst2,742,match,0,0.010655127558437855,0.0049041771710634525,0.02018111181106491
sst2,742,the,0,-0.014165148241291963,0.0016512113072693641,0.04681559564381076
sst2,742,muddled,0,0.0019366963901088186,0.048257060145729835,-0.010340392946675353
sst2,742,narrative,0,0.0048874585848959085,0.0009961457838088567,0.08765278743352856
sst2,742,),0,0.0919443328324751,0.0009961457838088567,0.11691346717347759
sst2,742,",",0,0.05662868053525568,0.004153064374874633,0.1904371258712254
sst2,742,but,1,0.3336117658613678,-0.23095424584471402,0.665846542307013
sst2,742,it,0,0.08059369651775206,0.0006448778162848612,0.08037316484999082
sst2,742,'s,0,0.024596195403017974,0.0012897556325697224,0.34715842507335526
sst2,742,savvy,1,0.2006673522909685,-0.33123484917705354,0.7875088335155984
sst2,742,about,0,-0.04685512741816115,-0.009617899307704647,0.07669373661737726
sst2,742,celebrity,0,0.004478557984762689,-0.03776058484399982,0.22789083728406417
sst2,742,and,0,0.07195285210665552,-0.005227048013330205,0.12134336538638951
sst2,742,has,0,0.05149443130439078,-0.00032658268197944065,0.3280775128443033
sst2,742,more,1,-0.019624459826528325,-0.00032658268197944065,-0.5382558566671778
sst2,742,guts,1,-0.05029472637907214,0.0009843360310090553,-0.270986923048562
sst2,742,and,0,0.07195285210665552,0.0018691904209845235,0.8269994219140635
sst2,742,energy,1,0.1141842811133415,-0.03871287503206986,0.5610424052282553
