dataset_name,idx,words,words_rationale,Partition SHAP,LIME,Integrated Gradient,LIME-LLM
sst2,506,crackerjack,1,0.008912197253677,0.0946494811320142,0.0680502796336589,0.01751806502513877
sst2,506,entertainment,0,0.0387981750387253,0.0189821044883114,-0.1501756494991277,0.007398082701064415
sst2,506,--,0,-0.0066405719924173,-0.0280044900406099,0.1175609943282219,0.0
sst2,506,nonstop,1,0.2195414960969418,0.2606323144215005,0.0835062030819494,0.09282133212076281
sst2,506,romance,1,0.1047824822546295,0.000703168528007,0.0971949998668719,0.07398668886482077
sst2,506,",",0,-0.0512722969702089,-0.0176480111483873,0.0634292004997772,0.0
sst2,506,music,0,0.0409586506306141,0.0512515433839588,0.0384138263824414,0.03249475685270327
sst2,506,",",0,0.0299460960146907,-0.0428710141304098,-0.0162645244624099,0.0
sst2,506,suspense,0,0.0501880041987691,0.0513071455026207,0.0709110085471126,0.062289645579922705
sst2,506,and,0,0.0316031953922078,0.0962539993037721,-0.0254810393969392,0.06058867240429021
sst2,506,action,0,-0.028645313137963,-0.0270185205766285,0.110737194299404,0.10659991045480385
sst2,506,.,0,-0.0296652676959259,-0.0018116793426667,-0.0026231138190099,0.0
sst2,742,it,0,0.0206456825751896,0.0122144259730842,-0.0050070014317678,0.008523600658883551
sst2,742,'s,0,0.0128645629731888,0.0011163770782787,0.0171074965792574,0.0
sst2,742,a,0,-0.0087733495450113,-0.0077526258845258,0.0397949086198783,0.008759225457229614
sst2,742,demented,0,-0.0257549772520169,-0.0172744206880893,0.0140760240763138,0.0
sst2,742,kitsch,0,0.0006772693887557,0.0092554895978843,-0.0034692143791887,0.0
sst2,742,mess,0,-0.0291604879426557,-0.0829812934642795,0.1617839795800943,0.0
sst2,742,(,0,-0.0182984689360757,-0.0218714931731338,0.036256128126626,0.0
sst2,742,although,0,0.0049077733073096,-0.0133279943245735,-0.0314109259685576,0.0
sst2,742,the,0,-0.0011921120286357,-0.0084503918415865,-0.0122101274067336,0.0
sst2,742,smeary,0,-0.0213740913289116,-0.0096678166475602,0.0042001616911913,0.0
sst2,742,digital,0,-0.0200905466628646,-0.004193924466297,0.0023806101181288,0.0
sst2,742,video,0,-0.047313213929185,-0.0197103132684721,0.0128787138630118,0.0
sst2,742,does,0,-0.0092812859322548,0.0039167684644927,-0.0086340504056177,0.0
sst2,742,match,0,-0.0092812859322548,-0.0101422340350812,0.0113549974872044,0.0
sst2,742,the,0,-0.0127880442854472,-0.0056155979962228,-0.002219039031727,0.0
sst2,742,muddled,0,-0.0167436353109452,-0.0042446958678099,-0.011231600061048,0.0
sst2,742,narrative,0,-0.019152824214533,-0.0016420983527585,-0.0043401614600826,0.0
sst2,742,),0,0.0066505030744609,0.0133721077979999,0.0118999167656606,0.0
sst2,742,",",0,-0.0111429179672514,-0.0063299127608784,-0.0024911809555281,0.0
sst2,742,but,1,0.1354955355345753,0.0984244777619847,-0.0311355430844691,0.0018349885757863265
sst2,742,it,0,0.0270241550610451,0.0073071842044308,0.0311702966765842,0.008523600658883551
sst2,742,'s,0,0.0270241550610451,0.0179760634285548,0.0041746326636731,0.0
sst2,742,savvy,1,0.0641366820075505,0.0860437335336071,0.0183004433172522,0.008759225457229614
sst2,742,about,0,-0.0117652174498232,-0.0080264907291687,0.0126543760936852,0.003302958040207334
sst2,742,celebrity,0,-0.0138680061408624,0.0046699673114378,0.0097664706337028,0.008523600658883551
sst2,742,and,0,0.0042883443257863,0.0453601696415346,0.0235774369210796,0.0
sst2,742,has,0,-0.0214911736815355,0.0016258214307218,0.0127621648487017,0.0
sst2,742,more,1,-0.0214911736815355,0.0001778688827321,-0.0101922695709758,0.015096099745177916
sst2,742,guts,1,-0.0171918241357229,0.0035457446511985,0.0489911156457073,0.012706362043018997
sst2,742,and,0,-0.002815024797645,0.0225993105140548,-0.0027571832194357,0.0
sst2,742,energy,1,-0.0077202104317947,0.059606062738272,0.0278172432331674,0.012706362043018999
sst2,742,than,0,-0.0554555143809554,-0.0600609759311774,0.0549267318816082,0.0
sst2,742,much,0,0.0029746291567779,0.0195912680479786,-0.0502712829850399,0.008266819227688134
sst2,742,of,0,0.0029746291567779,-0.008318047507553,-0.0402184869706713,0.007067979732241549
sst2,742,what,0,-0.0369568682877017,-0.0634734306026508,0.0415180830798802,0.0070152629610675706
sst2,742,will,0,-0.0235784326340964,-0.0124068261695232,0.0074338402296327,0.0
sst2,742,open,0,-0.0005300964979463,0.0121375338306203,-0.0483090213482765,0.0
sst2,742,this,0,-0.0005300964979463,-0.0068581650209037,0.0140551798526372,0.0
sst2,742,year,0,-0.0005300964979463,0.036261054672465,-0.0064722698299975,0.0
sst2,742,.,0,-0.000343215384567,-0.0011573796623082,0.0109561173157705,0.0
sst2,170,it,0,-0.1607170529460838,-0.02059685139267,0.001692314776907,0.09493145721885654
sst2,170,'s,0,-0.0178848052478349,0.0562820798939317,0.0178547065211641,0.15773091016131813
sst2,170,also,0,0.2645243782251031,0.0644046003867605,-0.1908860054442988,0.15773091016131813
sst2,170,",",0,0.0910643618307811,-0.0219048958871911,-0.0514012525026412,0.0
sst2,170,clearly,1,-0.0348320177623819,0.0708405258954803,-0.1493227796332175,0.27202001107757867
sst2,170,",",0,0.040399320830482,0.1427660155299878,0.0786995792655692,0.0
sst2,170,great,1,0.1338569237023117,0.3284570031967765,-0.0250036891797971,0.09345030544463157
sst2,170,fun,1,0.1082335187446474,0.2564295004042383,-0.2884343420181421,0.1456065743632755
sst2,170,.,0,-0.0955934392373872,-0.0255048937702661,0.1452719543542055,0.0
sst2,602,instead,0,-0.4349443421051878,-0.2555820116866001,-0.0351224694334488,0.009198242166497027
sst2,602,",",0,-0.0172670581408271,-0.0244955435816068,-0.04669767013042,0.0
sst2,602,he,0,-0.0606185963107563,-0.0262505659825359,-0.0666197947917637,0.016760547366270726
sst2,602,shows,1,0.0555792636651812,0.1245250053354287,-0.094022436814865,0.015024341282080259
sst2,602,them,0,0.0266262825627034,0.0588963974019083,-0.1869012236108995,0.012011971981217758
sst2,602,the,0,0.1083496771342396,0.1055809550238858,0.069497240055655,0.016760547366270726
sst2,602,respect,1,0.1678389718789572,0.2527789668384317,-0.0138581066192185,0.02379068625421957
sst2,602,they,0,-0.0297019773830827,0.0710546889640817,-0.1325850816191056,0.016760547366270726
sst2,602,are,0,0.0736308401439474,-0.0250323637209445,-0.0180785603242915,0.0005064001280145602
sst2,602,due,1,0.0095377276017722,-0.0484390488431819,-0.1607902135771325,0.00021945396160807666
sst2,602,.,0,-0.0159052630733446,-0.007364452621394,-0.160699575018196,0.0
sst2,287,it,0,-0.0250196377246968,0.0254104477000683,0.0207824928780992,0.0
sst2,287,'s,0,-0.0147796236348986,0.028956510561657,0.0121793492961889,0.0
sst2,287,a,0,0.0171314990963232,0.05172070427618,0.0272499027447389,0.007275858098859155
sst2,287,much,1,-0.0116571970160922,-0.0135896048665354,0.0495082446468896,0.0042023533022571115
sst2,287,more,1,-0.0350042493016444,0.0219272377416877,-0.1125202170050203,0.0042023533022571115
sst2,287,emotional,1,-0.0140880501714102,0.0359648762130314,0.0362377571791779,0.007275858098859155
sst2,287,journey,0,0.0227849470234541,0.0689183972051075,-0.035612578986082,0.0
sst2,287,than,0,-0.0130977812004401,-0.0477336900481734,0.0862819456658823,0.0005298540680786291
sst2,287,what,0,-0.0289402075527537,-0.036043410489975,0.0610335022705261,0.0005298540680786291
sst2,287,shyamalan,0,-0.012031322634787,0.0200976651538482,0.0013522959182884,0.0009909905847523587
sst2,287,has,0,-0.017446940914546,0.0156926702396932,0.0131885584980114,0.0005298540680786291
sst2,287,given,0,-0.029512395862062,0.0147769234991653,0.0435132578301744,0.0
sst2,287,us,0,-0.0013359717669297,-0.0047296910879739,-0.0174648301622095,0.0
sst2,287,in,0,-0.0017923929024931,0.0068102294941765,-0.0150567851326063,0.0009909905847523585
sst2,287,his,0,-0.0306948414435916,0.0069385877408323,-0.0103936972118509,0.0
sst2,287,past,0,0.0035599132493293,0.0055119189392029,-0.001875980367351,0.0005298540680786291
sst2,287,two,0,-0.036080652269611,-0.018744586028338,-0.0115534556098502,0.0
sst2,287,movies,0,-0.0863046443104332,-0.0050795036535571,-0.0147175129449519,0.0
sst2,287,",",0,0.0025953343144056,0.0164450275351673,-0.0281623225090198,0.0
sst2,287,and,0,0.0126183526653011,0.0187863967077482,-0.0283893395495349,0.0005298540680786291
sst2,287,gibson,0,0.0437399415619227,0.0422186353956867,0.0044734034043927,0.0025442234803161132
sst2,287,",",0,0.0442587207579169,0.0248191954328091,-0.0251709902314966,0.0
sst2,287,stepping,0,0.0225936790491528,0.0220701606466567,-0.0059856173418503,0.0009909905847523585
sst2,287,in,0,0.0179649595232002,0.0065931546645842,0.0195865275517409,0.0009909905847523585
sst2,287,for,0,0.0251440911482731,0.0087848195671951,-0.0029758655759456,0.0005876017580745546
sst2,287,bruce,0,0.0116336324724395,0.0157506797425041,0.0042223506843424,0.0
sst2,287,willis,0,0.0150243992222433,0.0349551065634033,0.00815959209578,0.0
sst2,287,",",0,0.0256179191575981,-0.0165879816147328,-0.0072508160825871,0.0
sst2,287,is,0,0.0213154177578626,0.0241146670976016,-0.0591888380663059,0.0
sst2,287,the,0,0.0197799907398974,0.0054400260977737,0.016703530531391,0.00023213195686945808
sst2,287,perfect,1,0.0973349263209578,0.0811953328890695,-0.0114546082235705,0.0033264375193766973
sst2,287,actor,0,0.0144265412202329,-0.0018154169540011,0.0066887092686587,0.0005298540680786291
sst2,287,to,0,0.0146763961966056,0.0305644955688728,-0.015529242868334,0.0
sst2,287,take,0,0.0250274938820506,-0.0058661035359247,0.0054681300080172,0.0005298540680786291
sst2,287,us,0,0.0311559540441224,0.0120402670937327,0.0059864718256564,0.0
sst2,287,on,0,0.0197190687356442,0.0055976687726515,-0.01325483522981,0.007275858098859155
sst2,287,the,0,0.0086929636675957,0.0180118795659199,0.0203090428738375,0.00023213195686945808
sst2,287,trip,0,0.013478255381494,-0.0470827955622353,0.0259029039504712,0.0
sst2,287,.,0,-0.0009539052041346,0.0066854772912671,0.0265409384151015,0.0
sst2,302,the,0,-0.064392374556062,-0.0563208190140199,-0.0080039901787876,0.00023213884754440085
sst2,302,wild,0,-0.043442931963672,0.0933364051340528,0.1230293090541975,0.0017264392116622701
sst2,302,thornberrys,0,-0.029775061824987,0.0013084313626253,0.0315142087564452,0.004421658509801087
sst2,302,movie,0,0.0125357792513527,0.008360417347895,-0.0599519186365985,0.0047340951680484925
sst2,302,is,0,-0.0286303296154599,0.0713618591168388,0.0546450140594034,0.02977311694373049
sst2,302,a,0,0.0799356226453307,0.1296197695923893,0.0111701833234878,0.000698094364638791
sst2,302,jolly,1,0.0997119877740027,0.2355955253427357,-0.0344783282741124,0.032518098116850705
sst2,302,surprise,1,0.2022245164508269,0.2459537923925307,0.1933742815802278,0.02977311694373049
sst2,302,.,0,0.0271382997604312,-0.0090500699414751,0.0455667466684311,0.0
sst2,148,feels,0,-0.018297649147728,-0.0103294291081192,-0.0686812459119494,0.008286776375661505
sst2,148,too,1,-0.2149934109179357,-0.1290045432459361,0.0503442594441799,0.0017967753016524199
sst2,148,formulaic,1,-0.0722290396037429,-0.0800840933328077,0.0278209598787812,0.0130930099598526
sst2,148,and,0,0.0159198790784523,-0.0199514925386752,-0.0644839840645933,0.0012378599031206234
sst2,148,too,1,-0.3925546446774923,-0.2005603863853394,0.4149749576640956,0.0017967753016524199
sst2,148,familiar,1,0.0143496107414403,0.0623366141402761,0.0079938834751022,0.0
sst2,148,to,0,-0.0358341863636113,-0.0656837986423195,-0.0266634328753268,0.0017967753016524199
sst2,148,produce,0,-0.0410361701530289,-0.0441232213923889,0.0208667467647158,0.0029699092285284056
sst2,148,the,0,-0.0207382504646797,-0.0298986834440757,0.015013381209406,0.003938077955099235
sst2,148,transgressive,0,-0.0040375970144548,-0.0171536397507918,0.0004938407239173,0.004010714960883999
sst2,148,thrills,0,0.0035034722126715,-0.0029218238743901,0.0546552680056932,0.0014649715942773175
sst2,148,of,0,-0.0030737126970112,-0.0457998919328375,0.0272923451618148,0.0021983886765143796
sst2,148,early,0,-0.0040498604894689,-0.0095960643307986,-0.0489374388650841,0.0020372701108711125
sst2,148,underground,0,-0.0005997643897461,0.0075665548789089,0.0121052511015844,0.0
sst2,148,work,0,0.0022577466170209,-0.0428527197365599,0.0068792295958068,0.0
sst2,148,.,0,-0.0085225010828867,0.0039714995949272,0.0002777492238296,0.0
sst2,835,a,0,-0.0354680298112008,0.0136214353859031,0.0040122657463321,0.01114363410381282
sst2,835,giggle-inducing,1,-0.0097649566056749,0.0111336403403612,0.0050962864168015,0.0
sst2,835,comedy,0,-0.0106486773872913,0.0308294751902436,-0.0851874234816439,0.0
sst2,835,with,0,0.0131683028821663,-0.0057870195606466,-0.015235585608522,0.0010270463797452229
sst2,835,snappy,1,0.0886053398594459,0.1229484446145713,0.0594606618939304,0.01114363410381282
sst2,835,dialogue,0,-0.0657534151157665,-0.0600528987482499,0.0298107341999309,0.0
sst2,835,and,0,0.0580144986960918,0.0780975117896174,-0.0129441961558608,0.0024842242519547797
sst2,835,winning,1,0.1186943120604197,0.1784228656231482,0.2095389938651371,0.011423845767872837
sst2,835,performances,0,0.0768792341599975,0.0446915600598225,-0.0030350111330344,0.0009965984735924736
sst2,835,by,0,-0.0924843510421382,-0.0392236667718822,-0.0236910981491584,0.0013151744903948032
sst2,835,an,0,0.0144723560150903,-0.003981668702425,0.0370750461311462,0.0024842242519547797
sst2,835,unlikely,0,-0.0138913308018402,-0.0053839463824827,0.0428410587526784,0.0006362560821600457
sst2,835,team,0,0.0287117662710937,-0.0145874882304619,0.0476956264415035,0.0
sst2,835,of,0,0.0205750112857514,-0.000827761987097,0.0107159034589912,0.0007807217372724785
sst2,835,oscar-winners,0,0.0233609817755962,0.0224295738178649,0.0193754809153258,0.0
sst2,835,:,0,0.0017353492378425,0.0039471386419305,0.0027563571511824,0.0
sst2,835,susan,0,0.0035453275287596,0.0455746451895892,-0.0021110296490193,0.0009965984735924736
sst2,835,sarandon,0,-0.0009753386818539,0.0149826548000936,0.0142712192381859,0.0024842242519547797
sst2,835,and,0,-0.00341650193997,-0.0010978588145423,0.0155280742157385,0.0024842242519547797
sst2,835,goldie,0,0.0008403675594688,0.0069607334243687,0.0159545616626381,0.0
sst2,835,hawn,0,-0.0024069730007155,0.001062032744741,0.0011077739562461,0.0
sst2,835,.,0,-0.0012105990166433,-0.0109870347763433,0.0066399044785392,0.0
sst2,345,this,0,-0.0063172539741426,0.0206395370666002,-0.0161377651707977,0.0033593051501780236
sst2,345,tenth,0,0.0302523540009828,-0.0225622858480516,0.1401567170590419,0.0020050268581187154
sst2,345,feature,0,0.026467988766334,0.0113652960160476,0.0498974433937471,0.0033593051501780223
sst2,345,is,0,0.0196270150495191,0.0320674427949397,0.0083397511718102,0.0033593051501780236
sst2,345,a,0,0.0322815965071515,0.0332537591771144,-0.0069758647405531,0.007029240179053167
sst2,345,big,1,0.0318785795928177,0.059729782270634,0.0639741315405566,0.007029240179053167
sst2,345,deal,1,0.0267212999208078,0.0413165945755803,0.0080432429770871,0.007029240179053167
sst2,345,",",0,0.0560164178087713,0.0067971192921748,-0.0257486025495599,0.0
sst2,345,indeed,1,0.0264658775671183,-0.0080129358337263,-0.0076211926847802,0.0
sst2,345,--,0,0.0366161959778571,0.0075056605913505,0.0179782102815087,0.0
sst2,345,at,0,0.0363586828407971,0.05706506576638,0.0044441829541928,0.0033593051501780223
sst2,345,least,0,-0.027835075766809,-0.0601953020163776,-0.0048135892015007,0.0
sst2,345,the,0,0.0290891174228796,0.0325594657099644,-0.0099899263771488,0.0
sst2,345,third-best,1,0.0706671452489128,0.1112747507704369,0.02040224403984,0.0042361424199242655
sst2,345,",",0,0.0061233430004776,-0.0015789319265414,0.0145418751868963,0.0
sst2,345,and,0,0.0169222346941074,0.0098266883639852,-0.0072367701837574,0.0
sst2,345,maybe,0,-0.1135435323873606,-0.0479596537744645,0.0323269140580774,0.0
sst2,345,even,0,-0.0514058491334167,0.0125537914750845,-0.0243734885725726,0.0
sst2,345,a,0,-0.001585651489913,-0.0159714266446702,-0.0215223107782956,0.007029240179053167
sst2,345,notch,1,-9.458333613896002e-05,-0.0036779289566825,-0.0250900480335955,0.0
sst2,345,above,1,-0.0028673014808344,0.0120593029465429,-0.1088827711210302,0.006186587456378819
sst2,345,the,0,-0.0079004030886377,-0.0233552158544085,0.0564227636835171,0.0
sst2,345,previous,0,-0.0207362719931935,0.0323188792388785,-0.0017579986230697,0.0004047999184088681
sst2,345,runner-up,0,-0.0116722492345107,0.0083452743379414,0.0116178802470139,0.0013293239802738789
sst2,345,",",0,-0.0077452728657747,-0.0114938526541035,0.0309233604522757,0.0
sst2,345,nicholas,0,-0.0087870685208035,-0.0064868196738386,0.0020328990554288,0.0
sst2,345,meyer,0,-0.0004736992994818,0.0035734237876296,-0.0013714029702419,0.0
sst2,345,'s,0,0.0155028124796122,0.003138784484557,0.0027024909840106,0.0
sst2,345,star,0,0.0036281420038262,0.0238743217879823,-0.0041102712523758,0.0
sst2,345,trek,0,-9.221071053078398e-05,0.0154694258066867,0.021208500070386,0.0
sst2,345,vi,0,-0.0199895767643288,0.0154799655702986,0.0145559377746109,0.0004047999184088681
sst2,345,:,0,-0.0112587445853184,-0.0260025415976518,0.0105950611659207,0.0
sst2,345,the,0,-0.0113827084504925,0.0391597968891026,0.0051782064707609,0.0
sst2,345,undiscovered,0,-0.0046384158209735,0.0074087913309919,-0.0237067922892209,0.0
sst2,345,country,0,0.0074353438026432,0.0233996480293341,0.015622243305041,0.0
sst2,345,.,0,-0.0198676762254673,-0.0188074473635743,-0.0013709220536121,0.0
sst2,387,director,0,0.1190244434814095,0.0416293697656115,-0.0342567698650142,0.022517974537387447
sst2,387,andrew,0,-0.0124426975838767,0.0205426388842139,0.0259733934413743,0.010401103512545662
sst2,387,niccol,0,0.0067675570427804,0.0594356332725652,0.0283074573696911,0.00986909674220503
sst2,387,...,0,0.0195364616612719,0.0815527216649568,0.0058631208311177,0.0
sst2,387,demonstrates,1,0.0880636772625808,0.116867054161158,-0.0717000835828701,0.010401103512545662
sst2,387,a,0,0.089004220446999,0.0935039358056219,0.0106637730470196,0.010401103512545662
sst2,387,wry,1,0.0916516667371232,0.0057417823785627,0.0677832251454337,0.029065122501002336
sst2,387,understanding,1,0.0407931405430441,0.1399957647871943,-0.1440627518833119,0.010401103512545662
sst2,387,of,0,-0.003948948802165,-0.0137608610992168,-0.0083192945380478,0.0
sst2,387,the,0,-0.0062534407385999,-0.0308835355694981,0.0673691159859656,0.007391647039093623
sst2,387,quirks,0,0.0675690907889313,0.0563092111439209,0.0662094530211538,0.03630027521101995
sst2,387,of,0,-0.0599205006226287,0.0371478504023747,0.0526852331726464,0.0
